"","munic","Processado","Status"
"4228","2508109","Sim","CAR encontrado"
"4229","2508000","Sim","CAR encontrado"
"4230","2507903","Sim","CAR encontrado"
"4231","2507804","Sim","CAR encontrado"
"4232","2507705","Sim","CAR encontrado"
"4233","2507606","Sim","CAR encontrado"
"4234","2513653","Sim","CAR encontrado"
"4235","2507507","Sim","CAR encontrado"
"4236","2507408","Sim","CAR encontrado"
"4237","2507309","Sim","CAR encontrado"
"4238","2507200","Sim","CAR encontrado"
"4239","2507101","Sim","CAR encontrado"
"4240","2507002","Sim","CAR encontrado"
"4241","2506905","Sim","CAR encontrado"
"4242","2506806","Sim","CAR encontrado"
"4243","2506707","Sim","CAR encontrado"
"4244","2502607","Sim","CAR encontrado"
"4245","2506608","Sim","CAR encontrado"
"4246","2506509","Sim","CAR encontrado"
"4247","2506400","Sim","CAR encontrado"
"4248","2506301","Sim","CAR encontrado"
"4249","2506251","Sim","CAR encontrado"
"4250","2506202","Sim","CAR encontrado"
"4251","2506103","Sim","CAR encontrado"
"4252","2506004","Sim","CAR encontrado"
"4253","2505907","Sim","CAR encontrado"
"4254","2505808","Sim","CAR encontrado"
"4255","2505709","Sim","CAR encontrado"
"4256","2505600","Sim","CAR encontrado"
"4257","2505402","Sim","CAR encontrado"
"4258","2505352","Sim","CAR encontrado"
"4259","2505303","Sim","CAR encontrado"
"4260","2505279","Sim","CAR encontrado"
"4261","2505204","Sim","CAR encontrado"
"4262","2505238","Sim","CAR encontrado"
"4263","2505105","Sim","CAR encontrado"
"4264","2505006","Sim","CAR encontrado"
"4265","2504900","Sim","CAR encontrado"
"4266","2504850","Sim","CAR encontrado"
"4267","2504801","Sim","CAR encontrado"
"4268","2504702","Sim","CAR encontrado"
"4269","2504603","Sim","CAR encontrado"
"4270","2504504","Sim","CAR encontrado"
"4271","2504405","Sim","CAR NÃo encontrado"
"4272","2504355","Sim","CAR encontrado"
"4273","2504306","Sim","CAR encontrado"
"4274","2504207","Sim","CAR encontrado"
"4275","2504157","Sim","CAR encontrado"
"4276","2504108","Sim","CAR encontrado"
"4277","2504074","Sim","CAR encontrado"
"4278","2504033","Sim","CAR encontrado"
"4279","2504009","Sim","CAR encontrado"
"4280","2503902","Sim","CAR encontrado"
"4281","2503803","Sim","CAR encontrado"
"4282","2503753","Sim","CAR encontrado"
"4283","2503704","Sim","CAR encontrado"
"4284","2503605","Sim","CAR encontrado"
"4285","2503555","Sim","CAR encontrado"
"4286","2503506","Sim","CAR encontrado"
"4287","2503407","Sim","CAR encontrado"
"4288","2503308","Sim","CAR encontrado"
"4289","2503209","Sim","CAR encontrado"
"4290","2503100","Sim","CAR encontrado"
"4291","2503001","Sim","CAR encontrado"
"4292","2502904","Sim","CAR encontrado"
"4293","2502805","Sim","CAR encontrado"
"4294","2502706","Sim","CAR encontrado"
"4295","2502508","Sim","CAR encontrado"
"4296","2502409","Sim","CAR encontrado"
"4297","2502300","Sim","CAR encontrado"
"4298","2502201","Sim","CAR encontrado"
"4299","2502151","Sim","CAR encontrado"
"4300","2502102","Sim","CAR encontrado"
"4301","2502052","Sim","CAR encontrado"
"4302","2502003","Sim","CAR encontrado"
"4303","2501906","Sim","CAR encontrado"
"4304","2501807","Sim","CAR encontrado"
"4305","2501708","Sim","CAR encontrado"
"4306","2501575","Sim","CAR encontrado"
"4307","2501609","Sim","CAR encontrado"
"4308","2501534","Sim","CAR encontrado"
"4309","2501500","Sim","CAR encontrado"
"4310","2501401","Sim","CAR encontrado"
"4311","2501351","Sim","CAR encontrado"
"4312","2501302","Sim","CAR NÃo encontrado"
"4313","2501203","Sim","CAR encontrado"
"4314","2501153","Sim","CAR encontrado"
"4315","2501104","Sim","CAR encontrado"
"4316","2501005","Sim","CAR encontrado"
"4317","2500908","Sim","CAR encontrado"
"4318","2500809","Sim","CAR encontrado"
"4319","2500775","Sim","CAR encontrado"
"4320","2500734","Sim","CAR encontrado"
"4321","2500601","Sim","CAR encontrado"
"4322","2500577","Sim","CAR encontrado"
"4323","2500536","Sim","CAR encontrado"
"4324","2500502","Sim","CAR encontrado"
"4325","2500403","Sim","CAR encontrado"
"4326","2500304","Sim","CAR encontrado"
"4327","2500205","Sim","CAR encontrado"
"4328","2500106","Sim","CAR encontrado"
"4329","2415008","Sim","CAR encontrado"
"4330","2414902","Sim","CAR encontrado"
"4331","2414803","Sim","CAR encontrado"
"4332","2414753","Sim","CAR encontrado"
"4333","2414704","Sim","CAR encontrado"
"4334","2414605","Sim","CAR encontrado"
"4335","2414506","Sim","CAR encontrado"
"4336","2414456","Sim","CAR encontrado"
"4337","2414407","Sim","CAR encontrado"
"4338","2414308","Sim","CAR encontrado"
"4339","2414209","Sim","CAR encontrado"
"4340","2411056","Sim","CAR encontrado"
"4341","2414159","Sim","CAR encontrado"
"4342","2414100","Sim","CAR encontrado"
"4343","2414001","Sim","CAR encontrado"
"4344","2413904","Sim","CAR encontrado"
"4345","2413805","Sim","CAR encontrado"
"4346","2413706","Sim","CAR encontrado"
"4347","2413607","Sim","CAR encontrado"
"4348","2413557","Sim","CAR encontrado"
"4349","2413508","Sim","CAR encontrado"
"4350","2413409","Sim","CAR encontrado"
"4351","2413359","Sim","CAR encontrado"
"4352","2413300","Sim","CAR encontrado"
"4353","2410306","Sim","CAR encontrado"
"4354","2413201","Sim","CAR encontrado"
"4355","2413102","Sim","CAR encontrado"
"4356","2413003","Sim","CAR encontrado"
"4357","2412906","Sim","CAR encontrado"
"4358","2412807","Sim","CAR encontrado"
"4359","2412708","Sim","CAR encontrado"
"4360","2412609","Sim","CAR encontrado"
"4361","2412559","Sim","CAR encontrado"
"4362","2412500","Sim","CAR encontrado"
"4363","2412401","Sim","CAR encontrado"
"4364","2412302","Sim","CAR encontrado"
"4365","2412203","Sim","CAR encontrado"
"4366","2412104","Sim","CAR encontrado"
"4367","2412005","Sim","CAR encontrado"
"4368","2411908","Sim","CAR encontrado"
"4369","2411809","Sim","CAR encontrado"
"4370","2411700","Sim","CAR encontrado"
"4371","2411601","Sim","CAR encontrado"
"4372","2411502","Sim","CAR encontrado"
"4373","2411429","Sim","CAR encontrado"
"4374","2411403","Sim","CAR encontrado"
"4375","2409332","Sim","CAR encontrado"
"4376","2411205","Sim","CAR encontrado"
"4377","2411106","Sim","CAR encontrado"
"4378","2411007","Sim","CAR encontrado"
"4379","2408953","Sim","CAR encontrado"
"4380","2410900","Sim","CAR encontrado"
"4381","2410801","Sim","CAR encontrado"
"4382","2410702","Sim","CAR encontrado"
"4383","2410603","Sim","CAR encontrado"
"4384","2410504","Sim","CAR encontrado"
"4385","2410405","Sim","CAR encontrado"
"4386","2410256","Sim","CAR encontrado"
"4387","2410207","Sim","CAR encontrado"
"4388","2410108","Sim","CAR encontrado"
"4389","2410009","Sim","CAR encontrado"
"4390","2409902","Sim","CAR encontrado"
"4391","2409803","Sim","CAR encontrado"
"4392","2409704","Sim","CAR encontrado"
"4393","2409605","Sim","CAR encontrado"
"4394","2409506","Sim","CAR encontrado"
"4395","2409407","Sim","CAR encontrado"
"4396","2409308","Sim","CAR encontrado"
"4397","2409209","Sim","CAR encontrado"
"4398","2409100","Sim","CAR encontrado"
"4399","2403251","Sim","CAR encontrado"
"4400","2408904","Sim","CAR encontrado"
"4401","2408805","Sim","CAR encontrado"
"4402","2408706","Sim","CAR encontrado"
"4403","2408607","Sim","CAR encontrado"
"4404","2408508","Sim","CAR encontrado"
"4405","2408409","Sim","CAR encontrado"
"4406","2408300","Sim","CAR encontrado"
"4407","2408201","Sim","CAR encontrado"
"4408","2408102","Sim","CAR encontrado"
"4409","2408003","Sim","CAR encontrado"
"4410","2407906","Sim","CAR encontrado"
"4411","2407807","Sim","CAR encontrado"
"4412","2407708","Sim","CAR encontrado"
"4413","2407609","Sim","CAR encontrado"
"4414","2407500","Sim","CAR encontrado"
"4415","2407401","Sim","CAR encontrado"
"4416","2407302","Sim","CAR encontrado"
"4417","2407252","Sim","CAR encontrado"
"4418","2407203","Sim","CAR encontrado"
"4419","2407104","Sim","CAR encontrado"
"4420","2407005","Sim","CAR encontrado"
"4421","2406908","Sim","CAR encontrado"
"4422","2406809","Sim","CAR encontrado"
"4423","2406700","Sim","CAR encontrado"
"4424","2406601","Sim","CAR encontrado"
"4425","2406502","Sim","CAR encontrado"
"4426","2406403","Sim","CAR encontrado"
"4427","2406304","Sim","CAR encontrado"
"4428","2406205","Sim","CAR encontrado"
"4429","2406155","Sim","CAR encontrado"
"4430","2406106","Sim","CAR encontrado"
"4431","2406007","Sim","CAR encontrado"
"4432","2405900","Sim","CAR encontrado"
"4433","2405801","Sim","CAR encontrado"
"4434","2405702","Sim","CAR encontrado"
"4435","2405603","Sim","CAR encontrado"
"4436","2405504","Sim","CAR encontrado"
"4437","2405405","Sim","CAR encontrado"
"4438","2405306","Sim","CAR encontrado"
"4439","2405207","Sim","CAR encontrado"
"4440","2405108","Sim","CAR encontrado"
"4441","2405009","Sim","CAR encontrado"
"4442","2404903","Sim","CAR encontrado"
"4443","2404853","Sim","CAR encontrado"
"4444","2404804","Sim","CAR encontrado"
"4445","2404705","Sim","CAR encontrado"
"4446","2404606","Sim","CAR encontrado"
"4447","2404507","Sim","CAR encontrado"
"4448","2404408","Sim","CAR encontrado"
"4449","2404309","Sim","CAR encontrado"
"4450","2404200","Sim","CAR encontrado"
"4451","2404101","Sim","CAR encontrado"
"4452","2404002","Sim","CAR encontrado"
"4453","2403905","Sim","CAR encontrado"
"4454","2403806","Sim","CAR encontrado"
"4455","2403756","Sim","CAR encontrado"
"4456","2403707","Sim","CAR encontrado"
"4457","2403608","Sim","CAR encontrado"
"4458","2403509","Sim","CAR encontrado"
"4459","2403400","Sim","CAR encontrado"
"4460","2403301","Sim","CAR encontrado"
"4461","2403202","Sim","CAR encontrado"
"4462","2403103","Sim","CAR encontrado"
"4463","2403004","Sim","CAR encontrado"
"4464","2402907","Sim","CAR encontrado"
"4465","2402808","Sim","CAR encontrado"
"4466","2402709","Sim","CAR encontrado"
"4467","2402600","Sim","CAR encontrado"
"4468","2402501","Sim","CAR encontrado"
"4469","2402402","Sim","CAR encontrado"
"4470","2402303","Sim","CAR encontrado"
"4471","2402204","Sim","CAR encontrado"
"4472","2402105","Sim","CAR encontrado"
"4473","2402006","Sim","CAR encontrado"
"4474","2401909","Sim","CAR encontrado"
"4475","2401859","Sim","CAR encontrado"
"4476","2401800","Sim","CAR encontrado"
"4477","2401701","Sim","CAR encontrado"
"4478","2401651","Sim","CAR encontrado"
"4479","2401602","Sim","CAR encontrado"
"4480","2401503","Sim","CAR encontrado"
"4481","2401453","Sim","CAR encontrado"
"4482","2401404","Sim","CAR encontrado"
"4483","2401305","Sim","CAR encontrado"
"4484","2401206","Sim","CAR encontrado"
"4485","2401107","Sim","CAR encontrado"
"4486","2401008","Sim","CAR encontrado"
"4487","2400901","Sim","CAR encontrado"
"4488","2400802","Sim","CAR encontrado"
"4489","2400703","Sim","CAR encontrado"
"4490","2400604","Sim","CAR encontrado"
"4491","2400505","Sim","CAR encontrado"
"4492","2400406","Sim","CAR encontrado"
"4493","2400307","Sim","CAR encontrado"
"4494","2400208","Sim","CAR encontrado"
"4495","2400109","Sim","CAR encontrado"
"4496","2314102","Sim","CAR encontrado"
"4497","2314003","Sim","CAR encontrado"
"4498","2313955","Sim","CAR encontrado"
"4499","2313906","Sim","CAR encontrado"
"4500","2313807","Sim","CAR encontrado"
"4501","2313757","Sim","CAR encontrado"
"4502","2313708","Sim","CAR encontrado"
"4503","2313609","Sim","CAR encontrado"
"4504","2313559","Sim","CAR encontrado"
"4505","2313500","Sim","CAR encontrado"
"4506","2313401","Sim","CAR encontrado"
"4507","2313351","Sim","CAR encontrado"
"4508","2313302","Sim","CAR encontrado"
"4509","2313252","Sim","CAR encontrado"
"4510","2313203","Sim","CAR encontrado"
"4511","2313104","Sim","CAR encontrado"
"4512","2313005","Sim","CAR encontrado"
"4513","2312908","Sim","CAR encontrado"
"4514","2312809","Sim","CAR encontrado"
"4515","2312700","Sim","CAR encontrado"
"4516","2312601","Sim","CAR encontrado"
"4517","2312502","Sim","CAR encontrado"
"4518","2312403","Sim","CAR encontrado"
"4519","2312304","Sim","CAR NÃo encontrado"
"4520","2312106","Sim","CAR encontrado"
"4521","2312007","Sim","CAR encontrado"
"4522","2312205","Sim","CAR encontrado"
"4523","2311959","Sim","CAR encontrado"
"4524","2311900","Sim","CAR encontrado"
"4525","2311801","Sim","CAR encontrado"
"4526","2311702","Sim","CAR encontrado"
"4527","2311603","Sim","CAR encontrado"
"4528","2311504","Sim","CAR encontrado"
"4529","2311405","Sim","CAR encontrado"
"4530","2311355","Sim","CAR encontrado"
"4531","2311306","Sim","CAR encontrado"
"4532","2311264","Sim","CAR encontrado"
"4533","2311231","Sim","CAR encontrado"
"4534","2311207","Sim","CAR encontrado"
"4535","2311108","Sim","CAR encontrado"
"4536","2311009","Sim","CAR encontrado"
"4537","2310951","Sim","CAR encontrado"
"4538","2310902","Sim","CAR encontrado"
"4539","2310852","Sim","CAR encontrado"
"4540","2310803","Sim","CAR encontrado"
"4541","2310704","Sim","CAR encontrado"
"4542","2310605","Sim","CAR encontrado"
"4543","2310506","Sim","CAR encontrado"
"4544","2310407","Sim","CAR encontrado"
"4545","2310308","Sim","CAR encontrado"
"4546","2310258","Sim","CAR encontrado"
"4547","2310209","Sim","CAR encontrado"
"4548","2310100","Sim","CAR encontrado"
"4549","2310001","Sim","CAR encontrado"
"4550","2309904","Sim","CAR encontrado"
"4551","2309805","Sim","CAR encontrado"
"4552","2309706","Sim","CAR encontrado"
"4553","2309607","Sim","CAR encontrado"
"4554","2309508","Sim","CAR encontrado"
"4555","2309458","Sim","CAR NÃo encontrado"
"4556","2309409","Sim","CAR encontrado"
"4557","2309300","Sim","CAR encontrado"
"4558","2309201","Sim","CAR encontrado"
"4559","2309102","Sim","CAR encontrado"
"4560","2309003","Sim","CAR encontrado"
"4561","2308906","Sim","CAR encontrado"
"4562","2308807","Sim","CAR encontrado"
"4563","2308708","Sim","CAR encontrado"
"4564","2308609","Sim","CAR encontrado"
"4565","2308500","Sim","CAR encontrado"
"4566","2308401","Sim","CAR encontrado"
"4567","2308377","Sim","CAR encontrado"
"4568","2308351","Sim","CAR encontrado"
"4569","2308302","Sim","CAR encontrado"
"4570","2308203","Sim","CAR encontrado"
"4571","2308104","Sim","CAR encontrado"
"4572","2308005","Sim","CAR encontrado"
"4573","2307908","Sim","CAR encontrado"
"4574","2307809","Sim","CAR encontrado"
"4575","2307700","Sim","CAR encontrado"
"4576","2307650","Sim","CAR encontrado"
"4577","2307635","Sim","CAR encontrado"
"4578","2307601","Sim","CAR encontrado"
"4579","2307502","Sim","CAR encontrado"
"4580","2307403","Sim","CAR encontrado"
"4581","2307304","Sim","CAR encontrado"
"4582","2307254","Sim","CAR encontrado"
"4583","2307205","Sim","CAR encontrado"
"4584","2307106","Sim","CAR encontrado"
"4585","2307007","Sim","CAR encontrado"
"4586","2306900","Sim","CAR encontrado"
"4587","2306801","Sim","CAR encontrado"
"4588","2306702","Sim","CAR encontrado"
"4589","2306603","Sim","CAR encontrado"
"4590","2306553","Sim","CAR encontrado"
"4591","2306504","Sim","CAR encontrado"
"4592","2306405","Sim","CAR encontrado"
"4593","2306306","Sim","CAR encontrado"
"4594","2306256","Sim","CAR encontrado"
"4595","2306207","Sim","CAR encontrado"
"4596","2306108","Sim","CAR encontrado"
"4597","2306009","Sim","CAR encontrado"
"4598","2305902","Sim","CAR encontrado"
"4599","2305803","Sim","CAR encontrado"
"4600","2305704","Sim","CAR encontrado"
"4601","2305654","Sim","CAR encontrado"
"4602","2305605","Sim","CAR encontrado"
"4603","2305506","Sim","CAR encontrado"
"4604","2305407","Sim","CAR encontrado"
"4605","2305357","Sim","CAR encontrado"
"4606","2305332","Sim","CAR encontrado"
"4607","2305308","Sim","CAR encontrado"
"4608","2305266","Sim","CAR encontrado"
"4609","2305233","Sim","CAR encontrado"
"4610","2305209","Sim","CAR encontrado"
"4611","2305100","Sim","CAR encontrado"
"4612","2305001","Sim","CAR encontrado"
"4613","2304954","Sim","CAR encontrado"
"4614","2304905","Sim","CAR encontrado"
"4615","2304806","Sim","CAR encontrado"
"4616","2304707","Sim","CAR encontrado"
"4617","2304657","Sim","CAR encontrado"
"4618","2304608","Sim","CAR encontrado"
"4619","2304509","Sim","CAR encontrado"
"4620","2304459","Sim","CAR encontrado"
"4621","2304400","Sim","CAR encontrado"
"4622","2304350","Sim","CAR encontrado"
"4623","2304301","Sim","CAR encontrado"
"4624","2304285","Sim","CAR encontrado"
"4625","2304277","Sim","CAR encontrado"
"4626","2304269","Sim","CAR encontrado"
"4627","2304251","Sim","CAR encontrado"
"4628","2304236","Sim","CAR encontrado"
"4629","2304202","Sim","CAR encontrado"
"4630","2304103","Sim","CAR encontrado"
"4631","2304004","Sim","CAR encontrado"
"4632","2303956","Sim","CAR encontrado"
"4633","2303931","Sim","CAR encontrado"
"4634","2303907","Sim","CAR encontrado"
"4635","2303808","Sim","CAR encontrado"
"4636","2303709","Sim","CAR encontrado"
"4637","2303659","Sim","CAR encontrado"
"4638","2303600","Sim","CAR encontrado"
"4639","2303501","Sim","CAR encontrado"
"4640","2303402","Sim","CAR encontrado"
"4641","2303303","Sim","CAR encontrado"
"4642","2303204","Sim","CAR encontrado"
"4643","2303105","Sim","CAR encontrado"
"4644","2303006","Sim","CAR encontrado"
"4645","2302909","Sim","CAR encontrado"
"4646","2302800","Sim","CAR encontrado"
"4647","2302701","Sim","CAR encontrado"
"4648","2302602","Sim","CAR encontrado"
"4649","2302503","Sim","CAR encontrado"
"4650","2302404","Sim","CAR encontrado"
"4651","2302305","Sim","CAR encontrado"
"4652","2302206","Sim","CAR encontrado"
"4653","2302107","Sim","CAR encontrado"
"4654","2302057","Sim","CAR encontrado"
"4655","2302008","Sim","CAR encontrado"
"4656","2301950","Sim","CAR encontrado"
"4657","2301901","Sim","CAR encontrado"
"4658","2301851","Sim","CAR encontrado"
"4659","2301802","Sim","CAR encontrado"
"4660","2301703","Sim","CAR encontrado"
"4661","2301604","Sim","CAR encontrado"
"4662","2301505","Sim","CAR encontrado"
"4663","2301406","Sim","CAR encontrado"
"4664","2301307","Sim","CAR encontrado"
"4665","2301257","Sim","CAR encontrado"
"4666","2301208","Sim","CAR encontrado"
"4667","2301109","Sim","CAR encontrado"
"4668","2301000","Sim","CAR encontrado"
"4669","2300903","Sim","CAR encontrado"
"4670","2300804","Sim","CAR encontrado"
"4671","2300754","Sim","CAR encontrado"
"4672","2300705","Sim","CAR encontrado"
"4673","2300606","Sim","CAR encontrado"
"4674","2300507","Sim","CAR encontrado"
"4675","2300408","Sim","CAR encontrado"
"4676","2300309","Sim","CAR encontrado"
"4677","2300200","Sim","CAR encontrado"
"4678","2300150","Sim","CAR encontrado"
"4679","2300101","Sim","CAR encontrado"
"4680","2211704","Sim","CAR encontrado"
"4681","2211605","Sim","CAR encontrado"
"4682","2211506","Sim","CAR encontrado"
"4683","2211407","Sim","CAR encontrado"
"4684","2211357","Sim","CAR encontrado"
"4685","2211308","Sim","CAR encontrado"
"4686","2211209","Sim","CAR encontrado"
"4687","2211100","Sim","CAR encontrado"
"4688","2211001","Sim","CAR encontrado"
"4689","2210979","Sim","CAR encontrado"
"4690","2210953","Sim","CAR encontrado"
"4691","2210938","Sim","CAR encontrado"
"4692","2210904","Sim","CAR encontrado"
"4693","2210805","Sim","CAR encontrado"
"4694","2210706","Sim","CAR encontrado"
"4695","2210656","Sim","CAR encontrado"
"4696","2210631","Sim","CAR encontrado"
"4697","2210623","Sim","CAR encontrado"
"4698","2210607","Sim","CAR encontrado"
"4699","2210508","Sim","CAR encontrado"
"4700","2210409","Sim","CAR encontrado"
"4701","2210391","Sim","CAR encontrado"
"4702","2210383","Sim","CAR encontrado"
"4703","2210375","Sim","CAR encontrado"
"4704","2210359","Sim","CAR encontrado"
"4705","2210300","Sim","CAR encontrado"
"4706","2210201","Sim","CAR encontrado"
"4707","2210102","Sim","CAR encontrado"
"4708","2210052","Sim","CAR encontrado"
"4709","2210003","Sim","CAR encontrado"
"4710","2209971","Sim","CAR encontrado"
"4711","2209955","Sim","CAR encontrado"
"4712","2209906","Sim","CAR encontrado"
"4713","2209872","Sim","CAR encontrado"
"4714","2209856","Sim","CAR encontrado"
"4715","2209807","Sim","CAR encontrado"
"4716","2209757","Sim","CAR encontrado"
"4717","2209708","Sim","CAR encontrado"
"4718","2209658","Sim","CAR encontrado"
"4719","2209609","Sim","CAR encontrado"
"4720","2209559","Sim","CAR encontrado"
"4721","2209500","Sim","CAR encontrado"
"4722","2209450","Sim","CAR encontrado"
"4723","2209401","Sim","CAR encontrado"
"4724","2209351","Sim","CAR encontrado"
"4725","2209377","Sim","CAR encontrado"
"4726","2209302","Sim","CAR encontrado"
"4727","2209203","Sim","CAR encontrado"
"4728","2209153","Sim","CAR encontrado"
"4729","2209104","Sim","CAR encontrado"
"4730","2209005","Sim","CAR encontrado"
"4731","2208908","Sim","CAR encontrado"
"4732","2208874","Sim","CAR encontrado"
"4733","2208858","Sim","CAR encontrado"
"4734","2208809","Sim","CAR encontrado"
"4735","2208700","Sim","CAR encontrado"
"4736","2208650","Sim","CAR encontrado"
"4737","2208601","Sim","CAR encontrado"
"4738","2208551","Sim","CAR encontrado"
"4739","2208502","Sim","CAR encontrado"
"4740","2208403","Sim","CAR encontrado"
"4741","2208304","Sim","CAR encontrado"
"4742","2208205","Sim","CAR encontrado"
"4743","2208106","Sim","CAR encontrado"
"4744","2208007","Sim","CAR encontrado"
"4745","2207934","Sim","CAR encontrado"
"4746","2207900","Sim","CAR encontrado"
"4747","2207850","Sim","CAR encontrado"
"4748","2207801","Sim","CAR encontrado"
"4749","2207793","Sim","CAR encontrado"
"4750","2207777","Sim","CAR encontrado"
"4751","2207751","Sim","CAR encontrado"
"4752","2207702","Sim","CAR encontrado"
"4753","2207603","Sim","CAR encontrado"
"4754","2207553","Sim","CAR encontrado"
"4755","2207504","Sim","CAR encontrado"
"4756","2207405","Sim","CAR encontrado"
"4757","2207355","Sim","CAR encontrado"
"4758","2207306","Sim","CAR encontrado"
"4759","2207207","Sim","CAR encontrado"
"4760","2207108","Sim","CAR encontrado"
"4761","2207009","Sim","CAR encontrado"
"4762","2206951","Sim","CAR encontrado"
"4763","2206902","Sim","CAR encontrado"
"4764","2207959","Sim","CAR encontrado"
"4765","2206803","Sim","CAR encontrado"
"4766","2206753","Sim","CAR encontrado"
"4767","2206720","Sim","CAR encontrado"
"4768","2206704","Sim","CAR encontrado"
"4769","2206696","Sim","CAR encontrado"
"4770","2206670","Sim","CAR encontrado"
"4771","2206654","Sim","CAR encontrado"
"4772","2206605","Sim","CAR encontrado"
"4773","2206506","Sim","CAR encontrado"
"4774","2206407","Sim","CAR encontrado"
"4775","2206357","Sim","CAR encontrado"
"4776","2206308","Sim","CAR encontrado"
"4777","2206209","Sim","CAR encontrado"
"4778","2206100","Sim","CAR encontrado"
"4779","2206050","Sim","CAR encontrado"
"4780","2206001","Sim","CAR encontrado"
"4781","2205953","Sim","CAR encontrado"
"4782","2205904","Sim","CAR encontrado"
"4783","2205854","Sim","CAR encontrado"
"4784","2205805","Sim","CAR encontrado"
"4785","2205706","Sim","CAR encontrado"
"4786","2205607","Sim","CAR encontrado"
"4787","2205540","Sim","CAR encontrado"
"4788","2205599","Sim","CAR encontrado"
"4789","2205581","Sim","CAR encontrado"
"4790","2205565","Sim","CAR encontrado"
"4791","2205573","Sim","CAR encontrado"
"4792","2205557","Sim","CAR encontrado"
"4793","2205532","Sim","CAR encontrado"
"4794","2205524","Sim","CAR encontrado"
"4795","2205516","Sim","CAR encontrado"
"4796","2205508","Sim","CAR encontrado"
"4797","2205458","Sim","CAR encontrado"
"4798","2205409","Sim","CAR encontrado"
"4799","2205359","Sim","CAR encontrado"
"4800","2205300","Sim","CAR encontrado"
"4801","2205276","Sim","CAR encontrado"
"4802","2205250","Sim","CAR encontrado"
"4803","2205201","Sim","CAR encontrado"
"4804","2205151","Sim","CAR encontrado"
"4805","2205102","Sim","CAR encontrado"
"4806","2205003","Sim","CAR encontrado"
"4807","2204907","Sim","CAR encontrado"
"4808","2204808","Sim","CAR encontrado"
"4809","2204709","Sim","CAR encontrado"
"4810","2204659","Sim","CAR encontrado"
"4811","2204600","Sim","CAR encontrado"
"4812","2204550","Sim","CAR encontrado"
"4813","2204501","Sim","CAR encontrado"
"4814","2204402","Sim","CAR encontrado"
"4815","2204352","Sim","CAR encontrado"
"4816","2204303","Sim","CAR encontrado"
"4817","2204204","Sim","CAR encontrado"
"4818","2204154","Sim","CAR encontrado"
"4819","2204105","Sim","CAR encontrado"
"4820","2204006","Sim","CAR encontrado"
"4821","2203909","Sim","CAR encontrado"
"4822","2203859","Sim","CAR encontrado"
"4823","2203800","Sim","CAR encontrado"
"4824","2203750","Sim","CAR encontrado"
"4825","2203701","Sim","CAR encontrado"
"4826","2203602","Sim","CAR encontrado"
"4827","2203503","Sim","CAR encontrado"
"4828","2203420","Sim","CAR encontrado"
"4829","2203453","Sim","CAR encontrado"
"4830","2203404","Sim","CAR encontrado"
"4831","2203354","Sim","CAR encontrado"
"4832","2203305","Sim","CAR encontrado"
"4833","2203255","Sim","CAR encontrado"
"4834","2203271","Sim","CAR encontrado"
"4835","2203230","Sim","CAR encontrado"
"4836","2203206","Sim","CAR encontrado"
"4837","2203107","Sim","CAR encontrado"
"4838","2203008","Sim","CAR encontrado"
"4839","2202901","Sim","CAR encontrado"
"4840","2202851","Sim","CAR encontrado"
"4841","2202802","Sim","CAR encontrado"
"4842","2202778","Sim","CAR encontrado"
"4843","2202752","Sim","CAR encontrado"
"4844","2202737","Sim","CAR encontrado"
"4845","2202729","Sim","CAR encontrado"
"4846","2202711","Sim","CAR encontrado"
"4847","2202703","Sim","CAR encontrado"
"4848","2202653","Sim","CAR encontrado"
"4849","2202604","Sim","CAR encontrado"
"4850","2202554","Sim","CAR encontrado"
"4851","2202539","Sim","CAR encontrado"
"4852","2202505","Sim","CAR encontrado"
"4853","2202455","Sim","CAR encontrado"
"4854","2202406","Sim","CAR encontrado"
"4855","2202307","Sim","CAR encontrado"
"4856","2202251","Sim","CAR encontrado"
"4857","2202208","Sim","CAR encontrado"
"4858","2202174","Sim","CAR encontrado"
"4859","2202133","Sim","CAR encontrado"
"4860","2202117","Sim","CAR encontrado"
"4861","2202109","Sim","CAR encontrado"
"4862","2202091","Sim","CAR encontrado"
"4863","2202083","Sim","CAR encontrado"
"4864","2202075","Sim","CAR encontrado"
"4865","2202059","Sim","CAR encontrado"
"4866","2202026","Sim","CAR encontrado"
"4867","2202000","Sim","CAR encontrado"
"4868","2201988","Sim","CAR encontrado"
"4869","2201960","Sim","CAR encontrado"
"4870","2201945","Sim","CAR encontrado"
"4871","2201929","Sim","CAR encontrado"
"4872","2201919","Sim","CAR encontrado"
"4873","2201903","Sim","CAR encontrado"
"4874","2201804","Sim","CAR encontrado"
"4875","2201770","Sim","CAR encontrado"
"4876","2201739","Sim","CAR encontrado"
"4877","2201705","Sim","CAR encontrado"
"4878","2201606","Sim","CAR encontrado"
"4879","2201572","Sim","CAR encontrado"
"4880","2201556","Sim","CAR encontrado"
"4881","2201507","Sim","CAR encontrado"
"4882","2201408","Sim","CAR encontrado"
"4883","2201309","Sim","CAR encontrado"
"4884","2201200","Sim","CAR encontrado"
"4885","2201176","Sim","CAR encontrado"
"4886","2201150","Sim","CAR encontrado"
"4887","2201101","Sim","CAR encontrado"
"4888","2201051","Sim","CAR encontrado"
"4889","2201002","Sim","CAR encontrado"
"4890","2200954","Sim","CAR encontrado"
"4891","2200905","Sim","CAR encontrado"
"4892","2200806","Sim","CAR encontrado"
